Nombre,Domicilio
PRIMARIA GENERAL - BENITO JUAREZ,"AV CINCO DE MAYO NO 42, PUEBLO SAN BARTOLOME XICOMULCO, DELEGACION MILPA ALTA, MEXICO DF."
PRIMARIA GENERAL - DANIEL COSIO VILLEGAS,"AV CECILIO ACOSTA S/N, SANTIAGO ZAPOTITLAN, DELEGACION TLAHUAC, MEXICO DF."
PREESCOLAR GENERAL - IXTAYOPAN,"CUAUHTEMOC S/N, PUEBLO SAN JUAN IXTAYOPAN, DELEGACION TLAHUAC, MEXICO DF."
SECUNDARIA GENERAL - JUAN RULFO,"MANUEL M LOPEZ Y FERROCARRIL, ZAPOTITLA, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - GRAL. JUAN DE LA LUZ ENRIQUEZ,"CALLE 5 NO 138, PANTITLAN, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - CAPITAN IGNACIO JOSE DE ALLENDE,"MIRADOR CHAPULTEPEC S/N, SAN MIGUEL TOPILEJO, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - ALFONSO SIERRA PARTIDA,"TEPEYAUTLE S/N, COPILCO EL ALTO, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - BENJAMIN LEON,"RETORNO 49 S/N, AVANTE, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - XOCHICALCO,"TLEPANQUELTZATZIN NO.123, AMPLIACION LOS REYES, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - JULIO VERNE,"PLATON SANCHEZ Y  CLAVEL, LAS PEÐAS, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - RAFAEL SOLANA,"CALLE JACARANDAS S/N, CONJ HABIT SOLIDARIDAD INFONAVIT, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - REPUBLICA DE VENEZUELA,"PROL. ERMITA IZTAPALAPA Y AYUNTAMIENTO, EL SANTUARIO, DELEGACION IZTAPALAPA, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CAM 9 CLUB ROTARIO IZTAPALAPA","SAMUEL GOMPERS Y CALLE 39, SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - DRA. MA. DEL CARMEN MILLAN,"AV TENORIO NO 222, GRANJAS COAPA, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - RIO PANUCO,"PUENTE DE PIEDRA NO 72, TORIELLO GUERRA, DELEGACION TLALPAN, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 97 M","MELCHOR OCAMPO NO  91, TLAXPANA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - MARGARITA MAGON DE FLORES,"AV HIDALGO S/N, PUEBLO SAN LORENZO ATEMOAYA, DELEGACION XOCHIMILCO, MEXICO DF."
PREESCOLAR GENERAL - CARMEN RAMOS DEL RIO,"SUR 20 Y ORIENTE 255 S/N, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA COSTA DE MARFIL,"ORIENTE 116 NO 1981, LOS PICOS DE IZTACALCO, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - CANADA,"ORIENTE 120 NO 2870, AMPLIACION GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF."
SECUNDARIA GENERAL - PROFR. FRANCISCO NICODEMO,"AV SANTA CRUZ S/N, JUVENTINO ROSAS, DELEGACION IZTACALCO, MEXICO DF."
SECUNDARIA GENERAL - MARCELINO MENENDEZ Y PELAYO,"SUR 16 NO 216, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - MIGUEL RAMIREZ CASTANEDA,"SOR JUANA INES DE LA CRUZ NO 35, MIGUEL HIDALGO, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - AXAYACATL,"COLORINES S/N, MIRAVALLE, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA MARIANO ESCOBEDO,"AV DEL ROSAL S/N, COLONIA TEPEACA, DELEGACION ALVARO OBREGON, MEXICO DF."
PREESCOLAR GENERAL - JUAN BOSCO,"SUR 149 ORIENTE 118, AMPLIACION GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - OFELIA CUEVAS DE RODRIGUEZ,"BAHIA DE TODOS LOS SANTOS S/N, VERONICA ANZURES, DELEGACION MIGUEL HIDALGO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 52","SANTIAGO NO  126, TEPEYAC INSURGENTES, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - JOHN DEWEY,"AV. SAN MIGUEL ESQ CALLEJON DEL MAGUEY, AMPLIACION MALACATE, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - MIGUEL HERNANDEZ,"CULTURA TOLTECA Y CULTURA GRIEGA, UNIDAD INFONAVIT EL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - JUAN AMOS COMENIO,"HUITZILIHUITL Y PROLG CUAUHT S/N, SANTA ISABEL TOLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - ARTICULO 27,"AV 17 DE MAYO Y MONTEVIDEO, SAN BARTOLO ATEPEHUACAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - TIERRA Y LIBERTAD,"AV 16 DE SEPTIEMBRE NO 53, SAN MARTIN XOCHINAHUAC, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - XOLOTL,"AV. FRANCISCO VILLA Y ANTONIO CASO, ZONA ESCOLAR, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - ANICETO CASTELLANOS URRUTIA,"ROSAS S/N Y GUILLERMO PRIETO, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - PROFR. MANUEL RAFAEL GUTIERREZ,"DELEGACION TLAHUAC, MEXICO DF.MAR D L CRISIS Y MONTES APENINOS, SELENE,"
PREESCOLAR GENERAL - CUAUHTEMOC,"REFORMA Y 5 DE MAYO, SAN ANDRES TOTOLTEPEC, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - PROVINCIA DE QUEBEC,"HOMUN NO 342, TORRES DE PADIERNA, DELEGACION TLALPAN, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 35 M","AV  667 S/N ENTRE AV  604 Y 606, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PROFR. ROBERTO MARTINEZ FLORES,"VENUSTIANO CARRANZA S/N, CUAUTEPEC BARRIO BAJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - LIC. AQUILES ELORDUY,
SECUNDARIA GENERAL - JOSEFA ORTIZ DE DOMINGUEZ,"AV COYOACAN Y SAN BORJA, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF.."
PREESCOLAR GENERAL - MANUEL GUTIERREZ NAJERA,"CAMINO DEL RECREO NO 117, EL RECREO, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - ALFONSO GARCIA ROBLES,"PERIFERICO ENTRE R ZAPATA Y R MENDEZ, AMPL GABRIEL HERNANDEZ, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PROFR. PABLO DAMIAN GONZALEZ,"AV LEON DE LOS A Y H DE NACOZARI, SAN FELIPE DE JESUS, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - TLAYOLTZIN,"RIO COATZACOALCOS PERIFERICO S/N, PUENTE BLANCO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - MULUM,"CRISOSTOMO BONILLA S/N, CONJ POPULAR HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - CITLALTEPETL,"ISIDRO SERNA NO 2 Y RAFAEL SIERRA, PARAJE SAN JUAN, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - REPUBLICA DE CHILE,"CALZ DE LA VIGA NO 1916, MEXICALTZINGO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - RAFAEL DONDE,"BANDERA NO.18, LOMAS DE ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - CANADA,"LABORISTAS S/N, ZACAHUITZCO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - SIMON BOLIVAR,"CANTON Y CORONAS S/N, SIMON BOLIVAR, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 60,"PROLONGACION AV. CENTENARIO S/N, COLONIA U HAB LOMAS DE PLATEROS, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - PROFRA. EMMA GODOY,"FERROCARRIL CENTRAL Y RABAUL 594, HOGARES FERROCARRILEROS, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - REPUBLICA DE BOLIVIA,"PROL 22 DE FEBRERO Y JERUSALEN, AZCAPOTZALCO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - FRANCISCO DE PAULA HERRASTI,"CALLE 5 NO 279, ALDANA, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - CESAR A. RUIZ,"REGINA NO 111, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - PROFRA. BEATRIZ DE GORTARI Y PEREZ,"VILLA DE ARAGON Y MOTOLINIA 51, VILLA DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA GENERAL - AUGUSTO CESAR SANDINO,"CALLE 296-A S/N, UNIDAD HAB EL COYOL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - JUAN ESCUTIA,"PUERTO MAZATLAN S/N, CASAS ALEMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - INDEPENDENCIA,"CAMPANA NO 57, MIXCOAC, DELEGACION BENITO JUAREZ, MEXICO DF.."
PREESCOLAR GENERAL - JUAN JACOBO ROUSSEAU,"CALLEJON DEL HORMIGUERO NO 5, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - EMILIANO ZAPATA,"PROLG SABINO S/N, EL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - MEXICO,"AV DE LAS TORRES Y MARG M DE J, UNIDAD HAB VALLEJO LA PATERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - LIC. LUIS CABRERA,"PROLG UXMAL NO 880, SANTA CRUZ ATOYAC, DELEGACION BENITO JUAREZ, MEXICO DF.."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - MAESTRO JOSE CALVO,"ALONSO CANO NO 70, COLONIA ALFONSO XIII, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - FILOMENO MATA,"AV ACUEDUCTO NO 775, SAN PEDRO ZACATENCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - JUSTO SIERRA,"MARTIRES DE LA CONQUISTA NO 62, TACUBAYA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - CLUB DE LEONES DE LA VILLA NUMERO 4,"CERRO DE GUERRERO S/N, GABRIEL HERNANDEZ, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PROFR. JOSE DE JESUS DE LA ROSA PEREZ,"ROSARIO CASTELLANOS S/N Y D GRO, UNIDAD SAN FCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - FRAY ANTONIO MARGIL DE JESUS,"PROLG ATRIO SAN FRANCISCO NO 78, BARRIO CUADRANTE DE SAN FCO, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DE ARGELIA,"A CHAVERO Y AV APATLACO S/N, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - FRANCISCO MARQUEZ,"CERRO GORDO NO 125, CAMPESTRE CHURUBUSCO, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL - GREGORIO TORRES QUINTERO,"GENERAL A. NAVA, CARMEN SERDAN, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL -  PAULO FREIRE,"PUERTO KINO MANZANA A LOTES 3 Y 4, COLONIA PILOTO ADOLFO LOPEZ MATEOS, DELEGACION ALVARO OBREGON, MEXICO DF."
PREESCOLAR GENERAL - JOSE PABLO MONCAYO,"JOSE LOPEZ PORTILLO NO 37 CERRILLOS 1a, SANTIAGO TULYEHUALCO, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - PROFRA. HERMINIA ORDOÑEZ TORRES,"2A CERRADA DE TABACHINES S/N, SAN MARCOS, DELEGACION XOCHIMILCO, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR Y PRIMARIA ESPECIAL - CENTRO DE ATENCION MULTIPLE 48","CAMPOS ELISEOS NO  477, POLANCO REFORMA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - JOSE AZUETA,"CARLOS B. ZETINA NO 50, ESCANDON, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - GRAL. PEDRO A. OGAZON,"LAGOS ILOPANGO E IZABAL, TORRE BLANCA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DE MALI,"RET.406 DE EX-HDA GUADALUPE NO.21, UNIDAD MODELO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - JARDIN DE NIÐOS,"CAMINO VIEJO A ZAPOTITLAN S/N, DEGOLLADO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - JOSEFA ORTIZ DE DOMINGUEZ,"CALLE PALMA S/N 2A SECC, AMPLIACION SANTIAGO ACAHUALTEPEC, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - XIUHZITZQUILI,"AV APOLOCALCO Y YECAHUITZOTL S/N, SAN FRANCISCO APOLOCALCO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - MIXCOATL,"RIO ATOYAC NO.71'A', LOMAS SAN LORENZO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - MAESTRO MANUEL M CERNA CASTELAZO,"PLAYA MOCAMBO NO 400, MILITAR MARTE, DELEGACION IZTACALCO, MEXICO DF."
SECUNDARIA GENERAL - AGUSTIN YAÑEZ,"ORIENTE 233 NO 398, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - HEROICOS CADETES,"ANDADOR NORTE NO 200, MILITAR MARTE, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - GRAL. PLUTARCO ELIAS CALLES,"RET LANZ DURET NO 24, PERIODISTA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - JOSE AGUSTIN RAMIREZ ALTAMIRANO,"CAMINO REAL A TOLUCA SN, UNIDAD HABITACIONAL IMSS SANTA FÉ, ALVARO OBREGÓN, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - LA MARINA,"BATALLA DE LA CARBONERA S/N, RESIDENCIAL MILITARM, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA FEDERAL,"AV 29 DE OCTUBRE Y ALCANFORES, COLONIA LOMAS DE LA HERA, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - ZAMBIA,"MANZANA H NO 24, COLONIA U HAB LOMAS DE PLATEROS, DELEGACION ALVARO OBREGON, MEXICO DF"
PRIMARIA GENERAL - TORIBIO VELASCO FRIAS,"CDA CENTENARIO S/N, COLONIA HERON PROAL, DELEGACION ALVARO OBREGON, MEXICO DF"
PREESCOLAR GENERAL - AMPARO PEREYRA,"CORDILLERAS NO 56, COLONIA LAS AGUILAS, DELEGACION ALVARO OBREGON, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 11,"MICHOACAN NUM 21, COLONIA TIZAPAN, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - SIETE DE JULIO,"3A CDA DE SN ANTONIO TOMATLAN 23, SIETE DE JULIO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
SECUNDARIA GENERAL - JOAQUIN GARCIA ICAZBALCETA,"XOCONGO NO 140 Y BOTURINI, TRANSITO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - SUIZA,"DR BARRAGAN NO 189, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - CUAUHTLAHUAC,"ARROYO TLALOC Y PUENTE TITLA S/N, RICARDO FLORES MAGON, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - SAN MIGUEL TEOTONGO,"JACARANDAS S/N ESQ CALLE ROSA, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 7","CALZADA DE LAS AGUILAS S/N, COLONIA LOMAS DE AXOMIATLA, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - ANGEL ANGUIANO,"VICTORIANO CEPEDA NO 63, OBSERVATORIO, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DE YUGOSLAVIA,"SUR 105 Y ORIENTE 30 S/N, AERONAUTICA MILITAR, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - WILFRIDO MASSIEU,"AV. UNIVERSIDAD S/N, LA ALBARRADA, DELEGACION IZTAPALAPA, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 15","AV  SAN BUENAVENTURA NO  86, UNIDAD HAB BELISARIO DOMINGUEZ, DELEGACION TLAHUAC, MEXICO DF."
SECUNDARIA GENERAL - CIRO E. GONZALEZ BLACKALLER,"ROSARIO CASTELLANOS Y MA DEL MAR, UNIDAD SAN FCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - LUIS DONALDO COLOSIO MURRIETA,"JUAN SANTIAGO 5A CDA ALFREDO V B, PRESIDENTES EJIDALES, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - JUAN RAMON JIMENEZ,"CALLE 10 NO.69, JOSE LOPEZ PORTILLO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - CLUB DE LEONES DE IZTACALCO NO 2,"ESTUDIOS CHURUBUSCO NO 30, JARDINES TECMA, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - PROFR. JESUS SILVA HERZOG,"REMEDIOS VALLE S/N ZONA 10, UNIDAD HABITACIONAL C T M, DELEGACION COYOACAN, MEXICO DF."
SECUNDARIA GENERAL - MADAME CURIE,"EJIDO HEORES DE PADIERNA S/N, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
PREESCOLAR GENERAL - FRANCISCO GOITIA,"AV. MORELOS Y SELVA, BARRIO SAN PEDRO, DELEGACION XOCHIMILCO, MEXICO DF."
SECUNDARIA GENERAL - SECUNDARIA FEDERAL,"AÑIL NO 550, GRANJAS MEXICO, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - PROFR. CARITINO MALDONADO PEREZ,"XOCHIMILCO TULYEHUALCO Y 16 SEPT, SANTA MARIA NATIVITAS, DELEGACION XOCHIMILCO, MEXICO DF."
PREESCOLAR GENERAL - JOSE MARTI,"AV. SANTIAGO S/N, PUEBLO STA CRUZ XOCHITEPEC, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - AARON CAMACHO LOPEZ,"SIMON SALDAÑA S/N, EL CARMEN, DELEGACION XOCHIMILCO, MEXICO DF."
BRINDAR CAPACIT.LABORAL A JOVENES CON DEFICIENCIA MENTAL - INDUSTRIAS PROTEGIDAS 1 PROFRA. FLORENTINA GONZALEZ CIPRE,"AV RIO CHURUBUSCO NO.374, AMPLIACION SINATEL, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. RAFAEL LOPEZ,"CDA.APATZINGAN NO.9 3A. SECC, CONJ POPULAR HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFRA. PAULA ALEGRIA GARZA,"JOSE N.PRIETO NO.53, U HAB EJERCITO DE OTE ZONA PEÐON, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. MANUEL VILLASEÐOR,"AGUSTIN MELGAR ESQ.PLAN DE AYALA, AMPLIACION LAS PENAS, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - ANTONIO I. DELGADO,"AMERICA Y PORTES GIL S/N, LA REGADERA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - FELIX F. PALAVICINI,"ANTONIO HIDALGO NO 3, CONSTITUCION 1917, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - JUAN CRISOSTOMO BONILLA,"AV 8 Y CALLE 65, PUEBLA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DE SENEGAL,"CALLE SELVA S/N, INSURGENTES CUICUILCO, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - PROFR. URBANO LAVIN ROMAN,"NARDO Y RAFAEL VARGAS, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - MTRO. LUIS CHAVEZ OROZCO,"SUR 163 Y OTE 110, GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - JUAN B MOLINA,"AV SUR 16 NO 553, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - PROFR. GERARDO BRUNO SEVILLA HERNANDEZ,"JOSE JOAQUIN HERRERA NO.14, PRESIDENTES DE MEXICO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - U. R. S. S.,"AV. CENTRAL NUM 81, TEPALCATES, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - GIBRAN JALIL GIBRAN,"AMALPICA S/N, EL MANTO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - AGUSTIN YAÐEZ,"CONTADORES NO.143 ENTRE EJE SUR 5, NUEVA ROSITA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - BELGICA,"CALLE 47 Y AV 6, UNIDAD SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - BRUNO TRAVEN,"GRAL.J.TRINIDAD SALGADO NO.24, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - CARLOS DARWIN,"CALLE 3 NUM 1, SAN JUAN XALPA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - ANIBAL PONCE,"AV.DE LAS MINAS NO.105, XALPA, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - MANUEL ACUÐA,"MANUEL ACUÑA S/N, IZTAPALAPA, DELEGACION IZTAPALAPA, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 51,"CIRCUITO RIO PIAXTLA NO. 30, CONJ HAB REAL DEL MORAL, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - GUILLERMO PRIETO,"JUAN MANUEL TORREA NUM 30, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - ATEMOAYA,"CIRCUITO CUAUHTEMOC S/N, PUEBLO SAN LORENZO ATEMOAYA, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - TLACOQUEMECATL,"PATRICIO SANZ NO 1415, TLACOQUEMECATL DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF.."
PREESCOLAR GENERAL - JARDIN DE NIÐOS  IZCOATL,"NEUMATOLOGOS S/N, SAN JOSE ACULCO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - XOCHITL,"PINO NO 230, BARRIO SAN ESTEBAN, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - CARLOS A. PEREYRA,"AV GUSTAVO DIAZ ORDAZ S/N, COLONIA JALALPA, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - MARTIRES DE RIO BLANCO,"H CONGRESO DE LA UNION NO 3536, MARTIRES DE RIO BLANCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA MEXICANA,"CALLE 23 Y 28 S/N, PROGRESO NACIONAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - ITZCCAN,"CALZ.SAN SEBASTIAN Y AV.LAS GRANJAS 245, AMPLIACION SAN SEBASTIAN, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - PROFRA. ROSA TORRE GONZALEZ,"CINEMATOGRAFIA S/N, UNIDAD INFONAVIT EL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - ESTADO DE QUINTANA ROO,"AV MEXICO AJUSCO S/N, PUEBLO LA MAGDALENA PETLACALCO, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - MI PATRIA ES PRIMERO,"AV FAJA DE ORO S/N, PETROLERA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - EFRAIN HUERTA,"ALCANFORES S/N (TRABAJO Y NOGAL), COLONIA, LOMAS DE LA HERA, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - BARTOLOME DE MEDINA,"SOSTENES ROCHA NO 44, COLONIA COVE, DELEGACION ALVARO OBREGON, MEXICO DF."
PREESCOLAR GENERAL - ROSAURA ZAPATA,"I. M. ALTAMIRANO NO 40, SAN RAFAEL, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL - ALFREDO NOBEL,"MARIANO SALAS S/N ESQ CANTERA, ESTANZUELA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
